InstanceType,vCPUs,MemoryGiB,Storage,BaseClockSpeedGhz,Region
c7i.large,2,4.0,N/A,3.2,us-east-2
r6g.12xlarge,48,384.0,N/A,2.5,us-east-2
inf1.6xlarge,24,48.0,N/A,2.5,us-east-2
hpc7a.24xlarge,48,768.0,N/A,3.7,us-east-2
m8g.4xlarge,16,64.0,N/A,2.8,us-east-2
a1.xlarge,4,8.0,N/A,2.3,us-east-2
r5n.16xlarge,64,512.0,N/A,3.1,us-east-2
c5.12xlarge,48,96.0,N/A,3.6,us-east-2
m7gd.8xlarge,32,128.0,1900,2.6,us-east-2
r5.16xlarge,64,512.0,N/A,3.1,us-east-2
r5d.xlarge,4,32.0,150,3.1,us-east-2
m7i.48xlarge,192,768.0,N/A,3.2,us-east-2
m6i.16xlarge,64,256.0,N/A,3.5,us-east-2
m7a.medium,1,4.0,N/A,3.7,us-east-2
c6a.12xlarge,48,96.0,N/A,3.6,us-east-2
m6a.4xlarge,16,64.0,N/A,3.6,us-east-2
i4g.2xlarge,8,64.0,1875,2.5,us-east-2
c6gn.medium,1,2.0,N/A,2.5,us-east-2
h1.2xlarge,8,32.0,2000,2.3,us-east-2
r5.4xlarge,16,128.0,N/A,3.1,us-east-2
c7gd.large,2,4.0,118,2.6,us-east-2
m6gd.16xlarge,64,256.0,3800,2.5,us-east-2
m6idn.xlarge,4,16.0,237,3.5,us-east-2
r6id.24xlarge,96,768.0,5700,3.5,us-east-2
m7gd.metal,64,256.0,3800,2.6,us-east-2
c6gd.16xlarge,64,128.0,3800,2.5,us-east-2
c7gn.metal,64,128.0,N/A,2.6,us-east-2
m7g.16xlarge,64,256.0,N/A,2.6,us-east-2
r5.metal,96,768.0,N/A,3.1,us-east-2
c8g.large,2,4.0,N/A,2.8,us-east-2
r5dn.xlarge,4,32.0,150,3.1,us-east-2
m6in.metal,128,512.0,N/A,3.5,us-east-2
r5ad.large,2,16.0,75,2.2,us-east-2
c7i.16xlarge,64,128.0,N/A,3.2,us-east-2
c6gd.xlarge,4,8.0,237,2.5,us-east-2
c6i.16xlarge,64,128.0,N/A,3.5,us-east-2
c6a.8xlarge,32,64.0,N/A,3.6,us-east-2
c5a.24xlarge,96,192.0,N/A,3.3,us-east-2
r6gd.4xlarge,16,128.0,950,2.5,us-east-2
m5n.12xlarge,48,192.0,N/A,3.1,us-east-2
c7i.24xlarge,96,192.0,N/A,3.2,us-east-2
r3.4xlarge,16,122.0,320,2.5,us-east-2
c7i-flex.xlarge,4,8.0,N/A,3.2,us-east-2
x2gd.medium,1,16.0,59,2.5,us-east-2
c6in.2xlarge,8,16.0,N/A,3.5,us-east-2
r5d.4xlarge,16,128.0,600,3.1,us-east-2
r7i.12xlarge,48,384.0,N/A,3.2,us-east-2
r7i.2xlarge,8,64.0,N/A,3.2,us-east-2
c6in.8xlarge,32,64.0,N/A,3.5,us-east-2
m7g.8xlarge,32,128.0,N/A,2.6,us-east-2
c7i-flex.4xlarge,16,32.0,N/A,3.2,us-east-2
r7g.xlarge,4,32.0,N/A,2.6,us-east-2
i4i.2xlarge,8,64.0,1875,3.5,us-east-2
r7i.8xlarge,32,256.0,N/A,3.2,us-east-2
mac1.metal,12,32.0,N/A,3.2,us-east-2
r6id.32xlarge,128,1024.0,7600,3.5,us-east-2
c6g.large,2,4.0,N/A,2.5,us-east-2
m6g.4xlarge,16,64.0,N/A,2.5,us-east-2
p4d.24xlarge,96,1152.0,8000,3.0,us-east-2
r5d.large,2,16.0,75,3.1,us-east-2
r7i.metal-24xl,96,768.0,N/A,3.2,us-east-2
m5zn.3xlarge,12,48.0,N/A,4.5,us-east-2
x2gd.xlarge,4,64.0,237,2.5,us-east-2
m7gd.medium,1,4.0,59,2.6,us-east-2
r5b.4xlarge,16,128.0,N/A,3.1,us-east-2
c7i.xlarge,4,8.0,N/A,3.2,us-east-2
c7gd.xlarge,4,8.0,237,2.6,us-east-2
m6i.metal,128,512.0,N/A,3.5,us-east-2
g5.12xlarge,48,192.0,3800,3.3,us-east-2
r5b.2xlarge,8,64.0,N/A,3.1,us-east-2
m6idn.32xlarge,128,512.0,7600,3.5,us-east-2
m5n.large,2,8.0,N/A,3.1,us-east-2
t3a.medium,2,4.0,N/A,2.2,us-east-2
g6e.12xlarge,48,384.0,3800,3.4,us-east-2
d3.xlarge,4,32.0,5940,3.1,us-east-2
r5b.24xlarge,96,768.0,N/A,3.1,us-east-2
t2.micro,1,1.0,N/A,2.5,us-east-2
m8g.12xlarge,48,192.0,N/A,2.8,us-east-2
m7a.12xlarge,48,192.0,N/A,3.7,us-east-2
i3.xlarge,4,30.5,950,2.3,us-east-2
r5d.16xlarge,64,512.0,2400,3.1,us-east-2
c5.metal,96,192.0,N/A,3.6,us-east-2
r7gd.metal,64,512.0,3800,2.6,us-east-2
m5a.8xlarge,32,128.0,N/A,2.5,us-east-2
c7g.medium,1,2.0,N/A,2.6,us-east-2
c5.24xlarge,96,192.0,N/A,3.6,us-east-2
is4gen.2xlarge,8,48.0,7500,2.5,us-east-2
r6idn.4xlarge,16,128.0,950,3.5,us-east-2
r7gd.2xlarge,8,64.0,474,2.6,us-east-2
m7gd.4xlarge,16,64.0,950,2.6,us-east-2
x2idn.metal,128,2048.0,3800,3.5,us-east-2
m5n.metal,96,384.0,N/A,3.1,us-east-2
m5n.4xlarge,16,64.0,N/A,3.1,us-east-2
r5d.24xlarge,96,768.0,3600,3.1,us-east-2
p5.48xlarge,192,2048.0,30400,3.6,us-east-2
m5zn.metal,48,192.0,N/A,4.5,us-east-2
t4g.micro,2,1.0,N/A,2.5,us-east-2
m5dn.metal,96,384.0,3600,3.1,us-east-2
c7g.2xlarge,8,16.0,N/A,2.6,us-east-2
c8g.12xlarge,48,96.0,N/A,2.8,us-east-2
m6idn.2xlarge,8,32.0,474,3.5,us-east-2
m5ad.24xlarge,96,384.0,3600,2.2,us-east-2
r5n.2xlarge,8,64.0,N/A,3.1,us-east-2
r5.xlarge,4,32.0,N/A,3.1,us-east-2
m6in.4xlarge,16,64.0,N/A,3.5,us-east-2
c5a.16xlarge,64,128.0,N/A,3.3,us-east-2
r5d.2xlarge,8,64.0,300,3.1,us-east-2
i4g.16xlarge,64,512.0,15000,2.5,us-east-2
m8g.xlarge,4,16.0,N/A,2.8,us-east-2
m6id.16xlarge,64,256.0,3800,3.5,us-east-2
c5.9xlarge,36,72.0,N/A,3.4,us-east-2
a1.2xlarge,8,16.0,N/A,2.3,us-east-2
m5zn.12xlarge,48,192.0,N/A,4.5,us-east-2
r6idn.large,2,16.0,118,3.5,us-east-2
r5ad.2xlarge,8,64.0,300,2.2,us-east-2
r4.2xlarge,8,61.0,N/A,2.3,us-east-2
t4g.small,2,2.0,N/A,2.5,us-east-2
r7i.xlarge,4,32.0,N/A,3.2,us-east-2
r7gd.4xlarge,16,128.0,950,2.6,us-east-2
r5.8xlarge,32,256.0,N/A,3.1,us-east-2
r7g.4xlarge,16,128.0,N/A,2.6,us-east-2
c4.xlarge,4,7.5,N/A,2.9,us-east-2
m6i.4xlarge,16,64.0,N/A,3.5,us-east-2
t4g.xlarge,4,16.0,N/A,2.5,us-east-2
a1.metal,16,32.0,N/A,2.3,us-east-2
g5.16xlarge,64,256.0,1900,3.3,us-east-2
c7a.16xlarge,64,128.0,N/A,3.7,us-east-2
x2iedn.4xlarge,16,512.0,475,3.5,us-east-2
m6id.metal,128,512.0,7600,3.5,us-east-2
r5n.24xlarge,96,768.0,N/A,3.1,us-east-2
h1.4xlarge,16,64.0,4000,2.3,us-east-2
r8g.24xlarge,96,768.0,N/A,2.8,us-east-2
r6in.32xlarge,128,1024.0,N/A,3.5,us-east-2
m7a.24xlarge,96,384.0,N/A,3.7,us-east-2
c5d.18xlarge,72,144.0,1800,3.4,us-east-2
i4i.large,2,16.0,468,3.5,us-east-2
t4g.large,2,8.0,N/A,2.5,us-east-2
m5.4xlarge,16,64.0,N/A,3.1,us-east-2
c5n.18xlarge,72,192.0,N/A,3.4,us-east-2
u-6tb1.112xlarge,448,6144.0,N/A,2.1,us-east-2
r7gd.large,2,16.0,118,2.6,us-east-2
c6a.xlarge,4,8.0,N/A,3.6,us-east-2
m6a.16xlarge,64,256.0,N/A,3.6,us-east-2
hpc7a.12xlarge,24,768.0,N/A,3.7,us-east-2
r4.xlarge,4,30.5,N/A,2.3,us-east-2
i2.xlarge,4,30.5,800,2.5,us-east-2
r5d.8xlarge,32,256.0,1200,3.1,us-east-2
m5d.24xlarge,96,384.0,3600,3.1,us-east-2
m7a.4xlarge,16,64.0,N/A,3.7,us-east-2
t3.nano,2,0.5,N/A,2.5,us-east-2
r6in.4xlarge,16,128.0,N/A,3.5,us-east-2
x2idn.16xlarge,64,1024.0,1900,3.5,us-east-2
c6id.32xlarge,128,256.0,7600,3.5,us-east-2
r7g.8xlarge,32,256.0,N/A,2.6,us-east-2
c6in.large,2,4.0,N/A,3.5,us-east-2
c4.2xlarge,8,15.0,N/A,2.9,us-east-2
c5ad.2xlarge,8,16.0,300,3.3,us-east-2
x2gd.12xlarge,48,768.0,2850,2.5,us-east-2
m6g.8xlarge,32,128.0,N/A,2.5,us-east-2
h1.16xlarge,64,256.0,16000,2.3,us-east-2
m7i-flex.4xlarge,16,64.0,N/A,3.2,us-east-2
c6a.4xlarge,16,32.0,N/A,3.6,us-east-2
c6a.metal,192,384.0,N/A,3.6,us-east-2
c8g.metal-24xl,96,192.0,N/A,2.8,us-east-2
r6a.4xlarge,16,128.0,N/A,3.6,us-east-2
t3.micro,2,1.0,N/A,2.5,us-east-2
r6i.16xlarge,64,512.0,N/A,3.5,us-east-2
m7g.xlarge,4,16.0,N/A,2.6,us-east-2
c7a.24xlarge,96,192.0,N/A,3.7,us-east-2
m7a.48xlarge,192,768.0,N/A,3.7,us-east-2
r7a.24xlarge,96,768.0,N/A,3.7,us-east-2
c7i.metal-48xl,192,384.0,N/A,3.2,us-east-2
r7a.metal-48xl,192,1536.0,N/A,3.7,us-east-2
r3.xlarge,4,30.5,80,2.5,us-east-2
r7iz.2xlarge,8,64.0,N/A,3.9,us-east-2
m6i.32xlarge,128,512.0,N/A,3.5,us-east-2
m4.16xlarge,64,256.0,N/A,2.3,us-east-2
i3.large,2,15.25,475,2.3,us-east-2
m6in.xlarge,4,16.0,N/A,3.5,us-east-2
m5ad.xlarge,4,16.0,150,2.2,us-east-2
t2.medium,2,4.0,N/A,2.3,us-east-2
m7i.large,2,8.0,N/A,3.2,us-east-2
t3a.large,2,8.0,N/A,2.2,us-east-2
m6g.12xlarge,48,192.0,N/A,2.5,us-east-2
c7gd.8xlarge,32,64.0,1900,2.6,us-east-2
c6in.32xlarge,128,256.0,N/A,3.5,us-east-2
m4.10xlarge,40,160.0,N/A,2.4,us-east-2
m5.16xlarge,64,256.0,N/A,3.1,us-east-2
m5.large,2,8.0,N/A,3.1,us-east-2
m6in.large,2,8.0,N/A,3.5,us-east-2
x2idn.32xlarge,128,2048.0,3800,3.5,us-east-2
im4gn.4xlarge,16,64.0,7500,2.5,us-east-2
r5dn.12xlarge,48,384.0,1800,3.1,us-east-2
r5dn.16xlarge,64,512.0,2400,3.1,us-east-2
r5.2xlarge,8,64.0,N/A,3.1,us-east-2
r6i.metal,128,1024.0,N/A,3.5,us-east-2
c7gd.12xlarge,48,96.0,2850,2.6,us-east-2
c7g.large,2,4.0,N/A,2.6,us-east-2
m6gd.8xlarge,32,128.0,1900,2.5,us-east-2
m8g.2xlarge,8,32.0,N/A,2.8,us-east-2
r6i.12xlarge,48,384.0,N/A,3.5,us-east-2
x2iedn.16xlarge,64,2048.0,1900,3.5,us-east-2
r6id.large,2,16.0,118,3.5,us-east-2
m5n.24xlarge,96,384.0,N/A,3.1,us-east-2
r6id.metal,128,1024.0,7600,3.5,us-east-2
r6gd.8xlarge,32,256.0,1900,2.5,us-east-2
inf2.xlarge,4,16.0,N/A,3.6,us-east-2
c6gn.large,2,4.0,N/A,2.5,us-east-2
z1d.6xlarge,24,192.0,900,4.0,us-east-2
x2gd.large,2,32.0,118,2.5,us-east-2
m5dn.4xlarge,16,64.0,600,3.1,us-east-2
m5dn.24xlarge,96,384.0,3600,3.1,us-east-2
r8g.metal-48xl,192,1536.0,N/A,2.7,us-east-2
c5n.metal,72,192.0,N/A,3.4,us-east-2
c7gd.metal,64,128.0,3800,2.6,us-east-2
m5dn.16xlarge,64,256.0,2400,3.1,us-east-2
c6gn.8xlarge,32,64.0,N/A,2.5,us-east-2
m7g.2xlarge,8,32.0,N/A,2.6,us-east-2
r5d.metal,96,768.0,3600,3.1,us-east-2
r7a.8xlarge,32,256.0,N/A,3.7,us-east-2
r6id.8xlarge,32,256.0,1900,3.5,us-east-2
c5d.xlarge,4,8.0,100,3.4,us-east-2
m6idn.metal,128,512.0,7600,3.5,us-east-2
i2.4xlarge,16,122.0,3200,2.5,us-east-2
r6in.8xlarge,32,256.0,N/A,3.5,us-east-2
g4dn.xlarge,4,16.0,125,2.5,us-east-2
r6idn.metal,128,1024.0,7600,3.5,us-east-2
c5.large,2,4.0,N/A,3.4,us-east-2
c7gd.2xlarge,8,16.0,474,2.6,us-east-2
m5zn.xlarge,4,16.0,N/A,4.5,us-east-2
c6id.12xlarge,48,96.0,2850,3.5,us-east-2
m7a.8xlarge,32,128.0,N/A,3.7,us-east-2
hpc6a.48xlarge,96,384.0,N/A,3.6,us-east-2
g6.xlarge,4,16.0,250,3.4,us-east-2
m5d.12xlarge,48,192.0,1800,3.1,us-east-2
g6.12xlarge,48,192.0,3760,3.4,us-east-2
m6idn.24xlarge,96,384.0,5700,3.5,us-east-2
r5ad.xlarge,4,32.0,150,2.2,us-east-2
m6g.16xlarge,64,256.0,N/A,2.5,us-east-2
m7g.metal,64,256.0,N/A,2.6,us-east-2
mac2-m2pro.metal,12,32.0,N/A,3.5,us-east-2
c6id.metal,128,256.0,7600,3.5,us-east-2
z1d.large,2,16.0,75,4.0,us-east-2
r7i.large,2,16.0,N/A,3.2,us-east-2
x1e.16xlarge,64,1952.0,1920,2.3,us-east-2
is4gen.large,2,12.0,1875,2.5,us-east-2
r6a.16xlarge,64,512.0,N/A,3.6,us-east-2
r5b.16xlarge,64,512.0,N/A,3.1,us-east-2
z1d.12xlarge,48,384.0,1800,4.0,us-east-2
m8g.48xlarge,192,768.0,N/A,2.7,us-east-2
z1d.metal,48,384.0,1800,4.0,us-east-2
c8g.medium,1,2.0,N/A,2.8,us-east-2
r6in.16xlarge,64,512.0,N/A,3.5,us-east-2
m6id.4xlarge,16,64.0,950,3.5,us-east-2
r5n.xlarge,4,32.0,N/A,3.1,us-east-2
m5.2xlarge,8,32.0,N/A,3.1,us-east-2
m4.2xlarge,8,32.0,N/A,2.4,us-east-2
g6.2xlarge,8,32.0,450,3.4,us-east-2
p5en.48xlarge,192,2048.0,30400,2.4,us-east-2
r6gd.16xlarge,64,512.0,3800,2.5,us-east-2
m5d.2xlarge,8,32.0,300,3.1,us-east-2
i3.8xlarge,32,244.0,7600,2.3,us-east-2
g6.16xlarge,64,256.0,1880,3.4,us-east-2
a1.4xlarge,16,32.0,N/A,2.3,us-east-2
c7g.metal,64,128.0,N/A,2.6,us-east-2
r6idn.32xlarge,128,1024.0,7600,3.5,us-east-2
r8g.xlarge,4,32.0,N/A,2.8,us-east-2
i2.8xlarge,32,244.0,6400,2.5,us-east-2
r5ad.16xlarge,64,512.0,2400,2.5,us-east-2
c6gn.2xlarge,8,16.0,N/A,2.5,us-east-2
g5.xlarge,4,16.0,250,3.3,us-east-2
c5d.metal,96,192.0,3600,3.6,us-east-2
c6in.4xlarge,16,32.0,N/A,3.5,us-east-2
c7a.32xlarge,128,256.0,N/A,3.7,us-east-2
c5.2xlarge,8,16.0,N/A,3.4,us-east-2
c7a.48xlarge,192,384.0,N/A,3.7,us-east-2
r6a.24xlarge,96,768.0,N/A,3.6,us-east-2
c5ad.large,2,4.0,75,3.3,us-east-2
i4i.32xlarge,128,1024.0,30000,3.5,us-east-2
r7gd.12xlarge,48,384.0,2850,2.6,us-east-2
r7iz.metal-32xl,128,1024.0,N/A,3.9,us-east-2
g6e.2xlarge,8,64.0,450,3.4,us-east-2
r5dn.4xlarge,16,128.0,600,3.1,us-east-2
c5ad.8xlarge,32,64.0,1200,3.3,us-east-2
m6i.xlarge,4,16.0,N/A,3.5,us-east-2
i3en.large,2,16.0,1250,3.1,us-east-2
i4i.12xlarge,48,384.0,11250,3.5,us-east-2
m6idn.8xlarge,32,128.0,1900,3.5,us-east-2
r4.8xlarge,32,244.0,N/A,2.3,us-east-2
im4gn.16xlarge,64,256.0,30000,2.5,us-east-2
r7a.16xlarge,64,512.0,N/A,3.7,us-east-2
t3.small,2,2.0,N/A,2.5,us-east-2
r7g.large,2,16.0,N/A,2.6,us-east-2
m7g.medium,1,4.0,N/A,2.6,us-east-2
i3en.2xlarge,8,64.0,5000,3.1,us-east-2
d2.4xlarge,16,122.0,24576,2.4,us-east-2
m6a.32xlarge,128,512.0,N/A,3.6,us-east-2
c6id.xlarge,4,8.0,237,3.5,us-east-2
r5a.8xlarge,32,256.0,N/A,2.5,us-east-2
r5a.24xlarge,96,768.0,N/A,2.5,us-east-2
inf1.24xlarge,96,192.0,N/A,2.5,us-east-2
r6a.large,2,16.0,N/A,3.6,us-east-2
t3a.nano,2,0.5,N/A,2.2,us-east-2
m8g.metal-24xl,96,384.0,N/A,2.8,us-east-2
r4.large,2,15.25,N/A,2.3,us-east-2
i3.2xlarge,8,61.0,1900,2.3,us-east-2
x1e.4xlarge,16,488.0,480,2.3,us-east-2
r6g.metal,64,512.0,N/A,2.5,us-east-2
c6gd.medium,1,2.0,59,2.5,us-east-2
r5d.12xlarge,48,384.0,1800,3.1,us-east-2
r6idn.12xlarge,48,384.0,2850,3.5,us-east-2
c7gn.2xlarge,8,16.0,N/A,2.6,us-east-2
p2.16xlarge,64,732.0,N/A,2.3,us-east-2
c6i.metal,128,256.0,N/A,3.5,us-east-2
c7i.12xlarge,48,96.0,N/A,3.2,us-east-2
g6e.xlarge,4,32.0,250,3.4,us-east-2
m5n.xlarge,4,16.0,N/A,3.1,us-east-2
c6a.2xlarge,8,16.0,N/A,3.6,us-east-2
m6a.24xlarge,96,384.0,N/A,3.6,us-east-2
r7i.24xlarge,96,768.0,N/A,3.2,us-east-2
r6g.xlarge,4,32.0,N/A,2.5,us-east-2
c6g.4xlarge,16,32.0,N/A,2.5,us-east-2
r5.12xlarge,48,384.0,N/A,3.1,us-east-2
g4dn.16xlarge,64,256.0,900,2.5,us-east-2
c7i.4xlarge,16,32.0,N/A,3.2,us-east-2
i3.16xlarge,64,488.0,15200,2.3,us-east-2
i3en.xlarge,4,32.0,2500,3.1,us-east-2
x1e.xlarge,4,122.0,120,2.3,us-east-2
r5n.8xlarge,32,256.0,N/A,3.1,us-east-2
c7gn.4xlarge,16,32.0,N/A,2.6,us-east-2
m7a.2xlarge,8,32.0,N/A,3.7,us-east-2
gr6.4xlarge,16,128.0,600,3.4,us-east-2
x1.32xlarge,128,1952.0,3840,2.3,us-east-2
c6gd.4xlarge,16,32.0,950,2.5,us-east-2
m6in.2xlarge,8,32.0,N/A,3.5,us-east-2
c7g.12xlarge,48,96.0,N/A,2.6,us-east-2
m6a.xlarge,4,16.0,N/A,3.6,us-east-2
c5a.8xlarge,32,64.0,N/A,3.3,us-east-2
im4gn.large,2,8.0,937,2.5,us-east-2
r7a.12xlarge,48,384.0,N/A,3.7,us-east-2
m6idn.16xlarge,64,256.0,3800,3.5,us-east-2
m7i-flex.8xlarge,32,128.0,N/A,3.2,us-east-2
g5.8xlarge,32,128.0,900,3.3,us-east-2
m6gd.2xlarge,8,32.0,474,2.5,us-east-2
i4i.xlarge,4,32.0,937,3.5,us-east-2
r5b.8xlarge,32,256.0,N/A,3.1,us-east-2
m5a.large,2,8.0,N/A,2.5,us-east-2
t2.xlarge,4,16.0,N/A,2.3,us-east-2
m5ad.16xlarge,64,256.0,2400,2.5,us-east-2
c7gn.12xlarge,48,96.0,N/A,2.6,us-east-2
c8g.xlarge,4,8.0,N/A,2.8,us-east-2
d3.4xlarge,16,128.0,23760,3.1,us-east-2
r6i.32xlarge,128,1024.0,N/A,3.5,us-east-2
p2.xlarge,4,61.0,N/A,2.7,us-east-2
p3.16xlarge,64,488.0,N/A,2.7,us-east-2
m6id.8xlarge,32,128.0,1900,3.5,us-east-2
g4ad.16xlarge,64,256.0,2400,3.0,us-east-2
m7i.xlarge,4,16.0,N/A,3.2,us-east-2
c6g.medium,1,2.0,N/A,2.5,us-east-2
r8g.2xlarge,8,64.0,N/A,2.8,us-east-2
i3.metal,72,512.0,15200,2.3,us-east-2
r6g.2xlarge,8,64.0,N/A,2.5,us-east-2
t2.small,1,2.0,N/A,2.5,us-east-2
p5e.48xlarge,192,2048.0,30400,3.6,us-east-2
r7i.48xlarge,192,1536.0,N/A,3.2,us-east-2
g6e.4xlarge,16,128.0,600,3.4,us-east-2
g6.4xlarge,16,64.0,600,3.4,us-east-2
r5dn.2xlarge,8,64.0,300,3.1,us-east-2
c8g.4xlarge,16,32.0,N/A,2.8,us-east-2
gr6.8xlarge,32,256.0,900,3.4,us-east-2
x2iedn.24xlarge,96,3072.0,2850,3.5,us-east-2
m7a.metal-48xl,192,768.0,N/A,3.7,us-east-2
is4gen.medium,1,6.0,937,2.5,us-east-2
r5ad.4xlarge,16,128.0,600,2.2,us-east-2
c6gd.2xlarge,8,16.0,474,2.5,us-east-2
c6i.12xlarge,48,96.0,N/A,3.5,us-east-2
m5n.2xlarge,8,32.0,N/A,3.1,us-east-2
g6e.24xlarge,96,768.0,3800,3.4,us-east-2
u-9tb1.112xlarge,448,9216.0,N/A,2.1,us-east-2
m6a.12xlarge,48,192.0,N/A,3.6,us-east-2
m6in.8xlarge,32,128.0,N/A,3.5,us-east-2
c6in.metal,128,256.0,N/A,3.5,us-east-2
r7g.16xlarge,64,512.0,N/A,2.6,us-east-2
r6i.large,2,16.0,N/A,3.5,us-east-2
c7gd.4xlarge,16,32.0,950,2.6,us-east-2
g4dn.2xlarge,8,32.0,225,2.5,us-east-2
m7a.large,2,8.0,N/A,3.7,us-east-2
c5.18xlarge,72,144.0,N/A,3.4,us-east-2
m5d.4xlarge,16,64.0,600,3.1,us-east-2
c6gd.8xlarge,32,64.0,1900,2.5,us-east-2
c6g.metal,64,128.0,N/A,2.5,us-east-2
m5a.12xlarge,48,192.0,N/A,2.5,us-east-2
c5d.9xlarge,36,72.0,900,3.4,us-east-2
c6g.2xlarge,8,16.0,N/A,2.5,us-east-2
g4ad.xlarge,4,16.0,150,3.0,us-east-2
t3a.xlarge,4,16.0,N/A,2.2,us-east-2
c5a.large,2,4.0,N/A,3.3,us-east-2
is4gen.8xlarge,32,192.0,30000,2.5,us-east-2
i3.4xlarge,16,122.0,3800,2.3,us-east-2
m7i-flex.large,2,8.0,N/A,3.2,us-east-2
m6a.8xlarge,32,128.0,N/A,3.6,us-east-2
c8g.16xlarge,64,128.0,N/A,2.8,us-east-2
r7a.48xlarge,192,1536.0,N/A,3.7,us-east-2
r5dn.24xlarge,96,768.0,3600,3.1,us-east-2
r6i.2xlarge,8,64.0,N/A,3.5,us-east-2
c7gn.medium,1,2.0,N/A,2.6,us-east-2
d2.xlarge,4,30.5,6144,2.4,us-east-2
m6g.2xlarge,8,32.0,N/A,2.5,us-east-2
m7i-flex.xlarge,4,16.0,N/A,3.2,us-east-2
z1d.3xlarge,12,96.0,450,4.0,us-east-2
r5n.large,2,16.0,N/A,3.1,us-east-2
m5a.xlarge,4,16.0,N/A,2.5,us-east-2
i3en.metal,96,768.0,60000,3.1,us-east-2
m6id.large,2,8.0,118,3.5,us-east-2
r6in.xlarge,4,32.0,N/A,3.5,us-east-2
m7i.4xlarge,16,64.0,N/A,3.2,us-east-2
i4i.8xlarge,32,256.0,7500,3.5,us-east-2
r7i.4xlarge,16,128.0,N/A,3.2,us-east-2
x2iedn.32xlarge,128,4096.0,3800,3.5,us-east-2
m7i.12xlarge,48,192.0,N/A,3.2,us-east-2
hpc7a.48xlarge,96,768.0,N/A,3.7,us-east-2
c6gd.large,2,4.0,118,2.5,us-east-2
r7g.12xlarge,48,384.0,N/A,2.6,us-east-2
t2.nano,1,0.5,N/A,2.4,us-east-2
r6in.2xlarge,8,64.0,N/A,3.5,us-east-2
r5n.metal,96,768.0,N/A,3.1,us-east-2
g4dn.4xlarge,16,64.0,225,2.5,us-east-2
t3a.micro,2,1.0,N/A,2.2,us-east-2
g4dn.8xlarge,32,128.0,900,2.5,us-east-2
c5n.xlarge,4,10.5,N/A,3.4,us-east-2
c6a.large,2,4.0,N/A,3.6,us-east-2
m7gd.2xlarge,8,32.0,474,2.6,us-east-2
m6a.48xlarge,192,768.0,N/A,3.6,us-east-2
r7iz.4xlarge,16,128.0,N/A,3.9,us-east-2
r4.4xlarge,16,122.0,N/A,2.3,us-east-2
m6gd.large,2,8.0,118,2.5,us-east-2
m6i.12xlarge,48,192.0,N/A,3.5,us-east-2
c6gd.12xlarge,48,96.0,2850,2.5,us-east-2
c7i.48xlarge,192,384.0,N/A,3.2,us-east-2
c6id.2xlarge,8,16.0,474,3.5,us-east-2
m6g.medium,1,4.0,N/A,2.5,us-east-2
m6id.24xlarge,96,384.0,5700,3.5,us-east-2
p3.8xlarge,32,244.0,N/A,2.7,us-east-2
r6i.8xlarge,32,256.0,N/A,3.5,us-east-2
r7iz.large,2,16.0,N/A,3.9,us-east-2
r8g.8xlarge,32,256.0,N/A,2.8,us-east-2
m8g.medium,1,4.0,N/A,2.8,us-east-2
m5a.24xlarge,96,384.0,N/A,2.5,us-east-2
x2iedn.8xlarge,32,1024.0,950,3.5,us-east-2
c6id.4xlarge,16,32.0,950,3.5,us-east-2
r6gd.12xlarge,48,384.0,2850,2.5,us-east-2
m7i.metal-48xl,192,768.0,N/A,3.2,us-east-2
c6g.8xlarge,32,64.0,N/A,2.5,us-east-2
i3en.6xlarge,24,192.0,15000,3.1,us-east-2
g5.48xlarge,192,768.0,7600,3.3,us-east-2
c6i.xlarge,4,8.0,N/A,3.5,us-east-2
m6i.2xlarge,8,32.0,N/A,3.5,us-east-2
x2iedn.xlarge,4,128.0,118,3.5,us-west-1
m5d.8xlarge,32,128.0,1200,3.1,us-west-1
r6g.large,2,16.0,N/A,2.5,us-west-1
c7i-flex.8xlarge,32,64.0,N/A,3.2,us-west-1
c7i.2xlarge,8,16.0,N/A,3.2,us-west-1
r5a.xlarge,4,32.0,N/A,2.5,us-west-1
r6gd.medium,1,8.0,59,2.5,us-west-1
c6i.4xlarge,16,32.0,N/A,3.5,us-west-1
m5a.4xlarge,16,64.0,N/A,2.5,us-west-1
r5n.12xlarge,48,384.0,N/A,3.1,us-west-1
i2.2xlarge,8,61.0,1600,2.5,us-west-1
r6g.medium,1,8.0,N/A,2.5,us-west-1
r4.16xlarge,64,488.0,N/A,2.3,us-west-1
c4.8xlarge,36,60.0,N/A,2.9,us-west-1
m5ad.12xlarge,48,192.0,1800,2.2,us-west-1
m6gd.12xlarge,48,192.0,2850,2.5,us-west-1
c6i.large,2,4.0,N/A,3.5,us-west-1
m7i.16xlarge,64,256.0,N/A,3.2,us-west-1
m5d.xlarge,4,16.0,150,3.1,us-west-1
m6i.large,2,8.0,N/A,3.5,us-west-1
r7gd.8xlarge,32,256.0,1900,2.6,us-west-1
m4.4xlarge,16,64.0,N/A,2.4,us-west-1
r6a.metal,192,1536.0,N/A,3.6,us-west-1
t2.2xlarge,8,32.0,N/A,2.3,us-west-1
m7i.8xlarge,32,128.0,N/A,3.2,us-west-1
c3.large,2,3.75,32,2.8,us-west-1
c6a.32xlarge,128,256.0,N/A,3.6,us-west-1
c5d.12xlarge,48,96.0,1800,3.6,us-west-1
